"","review"
"1497","26"
"1498","0"
"1499","125"
"1500","en"
"1501","wonderful hotel just spent nights mayflower park wonderful experience neat old hotel lot charm staff friendly concierge folks helpful hardly noise rooms good beds rockhard like hotels oliver bar bit pricey convenient better nonsmoking like rest hotel upper floor room great view space needle location ca nt beat walked concierge helped rent car day explored olympic peninsula husband preferred staying cheaper nt deny nice experience mayflower park"
"1502","18.6648368835449"
"1503","5"
"1504","9"
"1505","27"
"1506","0"
"1507","121"
"1508","3"
"1509","26"
"1510","0"
"1511","126"
"1512","en"
"1513","basic room special employee attitude good downtown seattle location snobbish attitude desk friendly luggage handlers outdated interior need modernization rooms fairly basic bit awkward small nonetheless clean noisy ambiance proximity monorail blurts super sounding horn hours night nice mall near hotel restaurants pike street market places walking distance avoid seedy areas night located near pike market bit pricey independent hotel definately think staying improve customer relations skill"
"1514","18.6649830341339"
"1515","5"
"1516","9"
"1517","27"
"1518","0"
"1519","121"
"1520","3"
"1521","26"
"1522","0"
"1523","127"
"1524","en"
"1525","awesome location helpful staff clean rooms stayed moore hotel celebrate special occasion budget getaway downtown seattle friendly staff offered helpful dining suggestions surprised spectacular room fifth floor amazing close waterfront attractions walking distance hotel clean fantastic value traveler nt phased quirks come older building"
"1526","18.6650609970093"
"1527","5"
"1528","9"
"1529","27"
"1530","0"
"1531","121"
"1532","3"
"1533","26"
"1534","0"
"1535","128"
"1536","en"
"1537","cheap clean close downtown stayed week beginning seriously really great hotel seattle price right location brilliant staff friendly helpful bob works afternoonevenings goldmine information eat stayed room bathroom just sink th floor view sound foreground view rooftop carpark room big clean bed comfortable tv zillion channels tiny bit annoying wifi nt really work rooms accessed lobby shared bathrooms cleaned everyday nt smell bad floor stayed renovated floor sure ask renovated room hotel old hallways bit dark overall hotel nt look like new moderncontemporary hotel decor kind old location blocks pike place market price definitely makes definitely recommend place stay grab pastry coffee pike place market breakfast"
"1538","18.6651229858398"
"1539","5"
"1540","9"
"1541","27"
"1542","0"
"1543","121"
"1544","3"
"1545","26"
"1546","0"
"1547","129"
"1548","en"
"1549","moore deal stayed moore years ago accident booked place online turned total dump street recommended moore safer bargainalternative friend pretty bare bones clean friendly staff feel home coming years later appeared place bit facelift new paint upgrades room pretty basic smallish tv way amenities bed comfy room clean place cool history room despite recent coat paint funky touches big ol victorian bathtub noisy quaint furnace room nitelite bar downstairs superconvenient want stay close hotel drinkbite eat subject convenient probably best thing place proximity hotel pike place shopping seattle art museum great place stay budget esp nt want rent car want hoof downtown"
"1550","18.6651880741119"
"1551","5"
"1552","9"
"1553","27"
"1554","0"
"1555","121"
"1556","3"
"1557","26"
"1558","0"
"1559","130"
"1560","en"
"1561","pretty good spent nights moore really like ca nt moore really cool old hotel excellent location walk seattle sights good spot nightlife funky restaurantsi checked late night staff accomodating room large clean bed comfortable great view elliot bay window th floor right near elevator hear minimal noise shampoo conditioner ehn brought anywayi just parked street free pm came paid parking meter hoursthen picked friend airport drove vancouverwe returned seattle final night stay slightly great room nice freshly painted clean faucet shower falling difficult use night staff night friendly interrupted minute conversation desk agent guest information using guest waited clerk unhappy guest relievedit great guest printer boarding pass welcome print youi stay save questions friendly helpful day staff"
"1562","18.6652801036835"
"1563","5"
"1564","9"
"1565","27"
"1566","0"
"1567","121"
"1568","3"
"1569","26"
"1570","0"
"1571","131"
"1572","en"
"1573","best deal town nt mind shabby lobby moore hotel best deal seattle recent winter weekend charging half downtown hotels wanted nt let somewhat shabby lobby scare desk staff great service lacking broken light fixture closet went unrepaired despite requests nt energy effiicient light bulbs great avoid rooms bath hall finally ask quiet room away busy streets ca nt beat location close pike place market restaurants shops bell town bus airport just non stop"
"1574","18.6653640270233"
"1575","5"
"1576","9"
"1577","27"
"1578","0"
"1579","121"
"1580","3"
"1581","26"
"1582","0"
"1583","132"
"1584","en"
"1585","great location fine stay stay moore looks little sketchy outside inside solidly average great value seattle outrageously priced hotels bizarre reasonwe went stay open minded expecting cleanliness great location yes rooms spartan opted splurge room bathroom share tubshower fine old clawfoot tub cool difficult regulate hot water got scorched couple times initial staff dealt checking pleasant night clerk total jerk pillows exceptionally flat came dinner approximately pm asked additional pillow bath towel rolled eyes acted like asked jog block twice undies complained slammed things storage area desk told nevermind make responded snarky yeah just going motions words just pretending look pillow jerk fine moore location perfect room clean comfortable imagine summer hot hell upper floors air conditioning probably fine summer got unexpected heat wave really uncomfortable"
"1586","18.6654479503632"
"1587","5"
"1588","9"
"1589","27"
"1590","0"
"1591","121"
"1592","3"
"1593","26"
"1594","0"
"1595","133"
"1596","en"
"1597","great location reasonable price stayed moore nights prior alaska cruise trip moore locates good location walk pier pike place market downtown area easily went jogging waterfront nice park enjoyed walk ncl pearl pier board ship nice walk downhill location excellent pricethe hotel fancy clean spend little bathroom instead sharing worth money small tv refrigerator drink problem walk buy stuff want nearbythis hotel good budget traveller wants stay near downtown area way great time alaska ncl pearl fanstastic"
"1598","18.6656761169434"
"1599","5"
"1600","9"
"1601","27"
"1602","0"
"1603","121"
"1604","3"
"1605","26"
"1606","0"
"1607","134"
"1608","en"
"1609","decent location nice staff disappointing read reviews citysearch trip advisor moore hotel called book shared bathroom queen room avail livedtraveled europe year nt think shared bath problem fiance shared bathroom toilet shower entire floor stayed room rooms bathroom yes read correctly rooms people room bathroom everytime daynightammidnightnoontime tried use shower busy paperthin walls shower toilet far room tiny room dirty sink room smallerthanreservedbed miserable asked change rooms told tried hotel seattle night impossible loved town stay hotel passed homelessdrunkdruggielooking types way hotel night sure nt felt safe fiance arm wanted warn experience try stay capitol hill belltown close downtown actionshopsmass transit far away enjoy locals seattle"
"1610","18.6659030914307"
"1611","5"
"1612","9"
"1613","27"
"1614","0"
"1615","121"
"1616","3"
"1617","26"
"1618","0"
"1619","135"
"1620","en"
"1621","funky boutique hotel different plain ac small tvs minimalist decor fancy place right price budgetminded travellersthe biggest problems parking hotel parking agreement local garages wind parking nearby day limited access car especially dark neighborhood blocks pike place market street little rundown little shady dark street noise awake night summer maintenance hot water work bathroom sink elevator small noisy pm use elevatorall things said deny value hotel location just prepared level amenities appropriate money"
"1622","18.6661579608917"
"1623","5"
"1624","9"
"1625","27"
"1626","0"
"1627","121"
"1628","3"
"1629","26"
"1630","0"
"1631","136"
"1632","en"
"1633","perfect love old hotels searching web place minifamily reunion pleased moore hotel tell owners trying flavor ceiling lighting fixtures cast iron bathtubs true hotel era moore reminded hotels stayed europe private sleeping rooms jacknjill bathroom th floor room queen bed twin beds beds comfortable furniture basic budget hotel variety kept closets huge enjoyed looking windows different periods architecture area bits waterfront seen buildings rooms basic clean air conditioning windows opened allow nice breeze room fan staff best aimed guided great eateries explained parking situation able stretch vacation dollars helped polish birthday cake cold stone creamery room management hold luggage checkout time need location great blocks pike market blocks car rental office blocks monorail station took space needle seattle center encountered homeless people area encountered parts seattle none rude forceful area hotel buzzes nightlife variety clubs area plus birthday group needed celebrated cake ice cream drawback encountered noise street used portable radio white noise bothered traffic sounds definitely"
"1634","18.6662909984589"
"1635","5"
"1636","9"
"1637","27"
"1638","0"
"1639","121"
"1640","3"
"1641","26"
"1642","0"
"1643","137"
"1644","en"
"1645","great location clean rooms stayed june nights definitely thrills place room fourth floor massive new carpet comfy bed clean sheets walk warbrobe sink toilet shower room coridoor refurb shower pressure great cleanit really close pike place pretty attraction walking distance depending far fancy walking decor alittle dull nothing really bother staff really helpfull friendly location fairly safe nt problems seatlle fair share crazies pretty harmlessthe bar door normally home town popped cheeky cider ended chatting locals really cool little rough edges"
"1646","18.6664440631866"
"1647","5"
"1648","9"
"1649","27"
"1650","0"
"1651","121"
"1652","3"
"1653","26"
"1654","0"
"1655","138"
"1656","en"
"1657","noisy good value felt like weekend away wife kids wife kids honest know wont read chose seattle easy reach hometown vancouverdecided moore hotel downtown thrifty poor reading previous reviews suit budget staying nighthow bad beon look place outside knew wasnt going buckingham palacethe lobby pretty spartan desk clerk duty pretty friendlyone guy check inwas turned away place fullso book aheadwas pleasantly surprised roomspacious cleanno frills shampoo bar soap needsthe mattress felt like water bed spring touch floor hopped itok kgs itbut crikey bed springs surely seen better daysah tvbut wait remote kgs jumping change channels ona trip reception enquire whereabouts saidremoteshrug shouldersour guests home know set tv cnn duration stayoff pike place marketa short jaunt hotelfantastic locationa dubious characters major cityparked right road place offering spot car night la hoyamayweather fight local sports pubon return garage fullnow problempark street freeafter pmand sunday day freesaturday evening winding downseattleites winding upthe noise level rises crescendoits ama water pipe prominent celing floor fixture room outdone comes life gurgle splutterand keeps hour seattlitesdecide time homei nod fitful sleepsomething hotel thoughsomehow quaintand pleasant obscene kind waywas sorry leaveor teh thought monday office looming large place gojust catch sleepbefore"
"1658","18.6665570735931"
"1659","5"
"1660","9"
"1661","27"
"1662","0"
"1663","121"
"1664","3"
"1665","26"
"1666","0"
"1667","139"
"1668","en"
"1669"," bad price given central downtown location low price moore good value twostar price fancy adequate clean roomy elevator hallways small dingy rooms fine beds good tv sufficient channel selection telephone bathroom normal size adequate moteltype towelsface cloths soap shampoo air conditioning small fan room barely sufficient rural area nt street noise bad hotel facing st ave expect city objectional running fan white noise helps definitely concur reviewers upper floor higher definitely recommended free internet service lobby staff overly helpful friendly provided acceptable service best thing central location pike market good restaurants downtown sites free bus ride area"
"1670","18.6666769981384"
"1671","5"
"1672","9"
"1673","27"
"1674","0"
"1675","121"
"1676","3"
"1677","26"
"1678","0"
"1679","140"
"1680","en"
"1681","rudest people dont stay despite fact cool hotel place sucks desk nights run rudest people met problem room extremely rude hear issue dissapointed"
"1682","18.66685795784"
"1683","5"
"1684","9"
"1685","27"
"1686","0"
"1687","121"
"1688","3"
"1689","26"
"1690","0"
"1691","141"
"1692","en"
"1693","terrible experience awful night stay planned staying dirty old hot ac met policemen suggested safer place town price nt spend little lots advantages"
"1694","18.6670150756836"
"1695","5"
"1696","9"
"1697","27"
"1698","0"
"1699","121"
"1700","3"
"1701","26"
"1702","0"
"1703","142"
"1704","en"
"1705","good location inside room moore old place good section downtown seattle center pike place market room street bit noisy ac windows open switched night courtyard room reflected traffic noise courtyard rooms surround moore theater want stay concert night unless nt bed early prefer budget hotels near seattle center"
"1706","18.6671319007874"
"1707","5"
"1708","9"
"1709","27"
"1710","0"
"1711","121"
"1712","3"
"1713","26"
"1714","0"
"1715","143"
"1716","en"
"1717","loved moore hotel just got night stay moore hotel seattle night paid amazing deal room th floor views bay room large clean quiet somewhat dark staff friendly helpful drawback clawfoot tub bathroom decals bathmat careful bit slippery desk provide bath mats spend bucks location really convenient just blocks pike place market easy walking distance pioneer square main shopping area location catch tourist buses cruises metro bus depending time day airport just blocks away definitely stay seattle prices certainly afford"
"1718","18.6672470569611"
"1719","5"
"1720","9"
"1721","27"
"1722","0"
"1723","121"
"1724","3"
"1725","26"
"1726","0"
"1727","144"
"1728","en"
"1729","great location great price stayed moore nights right memorial day standard room double beds private bath th floor room huge sparsely decorated bathroom average small large walkin closet air conditioning norm seattle room clean smell cleaning supplies entered room desk service great recommended great places eat order delivery shuttle airport free internet terminal lobby appreciatedthe location great walkable attractions middle downtown free bus zone nt walk nt want toour room approximately tax night stay"
"1730","18.6673209667206"
"1731","5"
"1732","9"
"1733","27"
"1734","0"
"1735","121"
"1736","3"
"1737","26"
"1738","0"
"1739","145"
"1740","en"
"1741","best budget hotel seattle reviews right best place location easy walking distance floor nt kept awake street traffic ca nt vouch lower rooms reception friendly price great seattleonly negative points dingy little bathroom fairly small lift cares"
"1742","18.6674110889435"
"1743","5"
"1744","9"
"1745","27"
"1746","0"
"1747","121"
"1748","3"
"1749","26"
"1750","0"
"1751","146"
"1752","en"
"1753","surprising enjoyable stay hotels stayed trip seattle vancouver moore hotel expensive surprisingly best room barebones comfortable th floor room quiet windows open immediate neighborhood devoid homeless beggers guest wireless internet lobby word advice sure lock deadbolt door leave roomlike reviewer walked moore king street amtrak station walking nt bad pretty far mistake walking st walking virginia extremely steep hill way hotel website misleading picture shown moore theater entrance hotel hotel located nd ave middle stewart virginia sign entrance hotel flat building visible walking street reached area night totally confused hotel maybe just tiredby way reviewers mention hotel couple blocks pike market true extremely steep decline stewart virginia save punishment knees walking nd ave pike street market want good exercise walk uphill stewart hotel majority market nt start opening takes hour setup pm pretty closedi apologize mentioned coupon hotel"
"1754","18.6674749851227"
"1755","5"
"1756","9"
"1757","27"
"1758","0"
"1759","121"
"1760","3"
"1761","26"
"1762","0"
"1763","147"
"1764","en"
"1765","moore hotel greatest place charming quaint friendly great location ca nt beat price foot pole love little shops block underpants jewelry toys stop shopping nt need practical nitelite bar downstairs awesome"
"1766","18.667543888092"
"1767","5"
"1768","9"
"1769","27"
"1770","0"
"1771","121"
"1772","3"
"1773","26"
"1774","0"
"1775","148"
"1776","en"
"1777","stay stayed moore nights nt better time building old extra charming loved staff wireless network great location right pike place market moore theater lots cute little independant shops nice views cheap nt believe bar downstairs excellent decorations check"
"1778","18.6676580905914"
"1779","5"
"1780","9"
"1781","27"
"1782","0"
"1783","121"
"1784","3"
"1785","26"
"1786","0"
"1787","149"
"1788","en"
"1789","moore best great practical hotel outstanding price walking distance great friendly staff great price great location room simple bathrooms claw feet tubs definately visit"
"1790","18.6678171157837"
"1791","5"
"1792","9"
"1793","27"
"1794","0"
"1795","121"
"1796","3"
"1797","26"
"1798","0"
"1799","150"
"1800","en"
"1801","incredible price better location exhaustive online search booked moore hotel sister short shoppingsightseeing trip seattle beautiful hour drive vancouver canada arrived late checkin problem greeted cool frontdesk clerk accomodating room th floor lovely view sound large comfortable impeccably clean bathroom complete creativelyfolded towels just like caribbean night nt imagine better value major city especially given location walking distance pike place market amazing shopping great belltown restaurants nt forget ask frontdesk staff parking directed parkade street hours city moore hotel"
"1802","18.6679708957672"
"1803","5"
"1804","9"
"1805","27"
"1806","0"
"1807","121"
"1808","3"
"1809","26"
"1810","0"
"1811","151"
"1812","en"
"1813","deal picked moore basis reviews nt disappointed great seattle location close rates reasonable larger room immaculately clean spacious comfortable nt little things like shampoo hair dryers knew brought staff helpful provided internet access lobby check email heat wave windows open fan provided management fine stay anytime"
"1814","18.6681549549103"
"1815","5"
"1816","9"
"1817","27"
"1818","0"
"1819","121"
"1820","3"
"1821","26"
"1822","0"
"1823","152"
"1824","en"
"1825","great little place fantastic staff makes place excellent exceptional staff bob ed love moore hotel situated stewart virginia nd ave just block pike place major attractions easy reach foot free downtown metro bus nt prearranged transport bus airport westlake center blocks moore hotel minute ride hotel currently renovation open fix rooms time lucky newer ensuite rooms th floor separate occasions renovated rooms look kind eclectic clean spacious rooms air make quite warm summer borrow small fan desk parking hotel overnight gated night car overheard lady desk parking hotel rd ave price nt know way just ask desk tell tonnes suggestions places room service restaurants hotel lack restaurants surrounding hotel note restaurantsshops st avepike place close pm weekdays sure weekends shopsrestaurants westlake center close later pmi definately recommend hotel looking clean friendly place stay high downtown prices"
"1826","18.6682970523834"
"1827","5"
"1828","9"
"1829","27"
"1830","0"
"1831","121"
"1832","3"
"1833","26"
"1834","0"
"1835","153"
"1836","en"
"1837","miss stayed hotel friend weekend thst september stayed recommended friend book basis stay reasonable definitely case time disappointing things weekend executuve hotel pacific placed room directly opposite elevators th floor noise elevators guests returning home early hours morning loud usually heavy sleeper hear clearly night cleaning staff racket morning difficult sleep past amwe specific online request small fridge room medications obviously ignored online pleas checked previously similar hotels offered small portable fridgecooler exact purpose air conditioning work turn produced worrying burning smell turned used weeks tried open window stuck open cm try let cool fresh air stuffy room bathroom small size nt main issue shower head virtually pressure toilet noisy time flushed hear toilets adjacent rooms quite clearly old poor plumbing suggested desk staff reasons said fully booked night change rooms second night agreed presented desk new room day new staff member stated nothing documented book room change booked help fact freely admitted just used room guest checked minutes overbooked rooms guests checkin imagine reputable hotel admits guests glad checkout returning hotel time gladly pay extra dollars decent hotel room service"
"1838","18.6684720516205"
"1839","5"
"1840","9"
"1841","27"
"1842","0"
"1843","121"
"1844","3"
"1845","26"
"1846","0"
"1847","154"
"1848","en"
"1849","middle road sure recommend hotel great old feel comfy beds recommend terrible service desk staff dirty appearance bathroom husband stayed weekend location hotel wonderful perfect condition hotel far perfect headboards tears bathroom sanitary feeling room small paint coming baseboards places feel like cosmetic changes make room appealing spending lot money hotel nonetheless beds great tv nice conveniently placed feel nothing hisotric seattle expecting breathtaking nt recommend hotel simly need stay suit fine"
"1850","18.6686708927155"
"1851","5"
"1852","9"
"1853","27"
"1854","0"
"1855","121"
"1856","3"
"1857","26"
"1858","0"
"1859","155"
"1860","en"
"1861"," recommend staying staff routinely indifferent point rude parking arrangement public garage hill corner remarkably inconvenient mobility issues parking hotel challenging maneuver rooms adequate maintained cleaned particularly hotel bad easily better seattle definitely"
"1862","18.6699450016022"
"1863","5"
"1864","9"
"1865","27"
"1866","0"
"1867","121"
"1868","3"
"1869","26"
"1870","0"
"1871","156"
"1872","en"
"1873","stay away dirty rooms stayed far better places seattle room size prison cell window facing outside wall quiet showered flushed toilet plus seattle best coffee lobby right downtown hotel limo expect pay yellow cab hotel staff helpful friendly"
"1874","18.6707921028137"
"1875","5"
"1876","9"
"1877","27"
"1878","0"
"1879","121"
"1880","3"
"1881","26"
"1882","0"
"1883","157"
"1884","en"
"1885","just right love old buildings old hotels room corner floor directly fabulous seattle public library room perfectly small bathroom great love old deep porcelain bathtub endless hot water makes love room onepiece modern sink stunning know walked ferry thanksgiving fyi known choose straight hill fourth avenue walk downtown hotel way young daughter ended walking gauntlet single homeless illegal men sitting pier near marketplace uncomfortable especially pulling luggage nt highest vibration sure addition ate great thanksgiving buffet dinner street sazerac restaurant located hotel monaco delicious lovely way spend holiday certain like energy ambience old hotels adore hot baths excellent customer service stay executive hotel pacific downtown seattle free wireless internet awesome"
"1886","18.6712560653687"
"1887","5"
"1888","9"
"1889","27"
"1890","0"
"1891","121"
"1892","3"
"1893","26"
"1894","0"
"1895","158"
"1896","en"
"1897","good location hotel located rooms quite cozy comfy bed bathroom fine said toilet flush really noisy likely wake half middle nightwe door adjcent room really gotdisturbed night door antics quick phone reception soon sorted real grip attitude reception desk manager forget charm brick welcoming terribly polite just arrived seattle vancouver shocked disappointed welcometo city tip hotel management send guyon charm course maybe just somebody ok hotel convenient towncheers"
"1898","18.6716270446777"
"1899","5"
"1900","9"
"1901","27"
"1902","0"
"1903","121"
"1904","3"
"1905","26"
"1906","0"
"1907","159"
"1908","en"
"1909","enjoyed executive hotel pacific stayed hotel nights room clean small comfortable worked staff pleasant cardio room eliptical bike treadmill think new used small worked needs looked new seattle library fantastic walked remember downtown area free zone metro hop bus free zone beautifully sunny days seattle fantastic place"
"1910","18.6720020771027"
"1911","5"
"1912","9"
"1913","27"
"1914","0"
"1915","121"
"1916","3"
"1917","26"
"1918","0"
"1919","160"
"1920","en"
"1921","cramped noisy overrated husband just stayed hotel midjuly horrible experience superior queen room incredibly cramped noises elevator guests rooms nearly impossible sleep night hotel promises amenities wireless internet access rooms nt working felt like paid place set sour tone beginning vacation nights cancelled rest stay booked new hotel"
"1922","18.6726379394531"
"1923","5"
"1924","9"
"1925","27"
"1926","0"
"1927","121"
"1928","3"
"1929","26"
"1930","0"
"1931","161"
"1932","en"
"1933","comfy super location place fabulous room little small coming nyc biggie pun intended bed linens really nice duvet cover king size pillows shower fantastic provided bathrobe think best ammenities congierge provided colorful map city gave really good tips based interests told efficient route wanted thing nt crazy parking garage little bit maze nt pay sure fluke hotel validates parking safe right door"
"1934","18.6730461120605"
"1935","5"
"1936","9"
"1937","27"
"1938","0"
"1939","121"
"1940","3"
"1941","26"
"1942","0"
"1943","162"
"1944","en"
"1945","nice small bathroom stayed hotel nights returned night leaving seattle king size room actually large room bathrooms small times sink tiny second time room toiletries overall room clean nice bed flatscreen tv road noise street parking night privileges good location"
"1946","18.6733229160309"
"1947","5"
"1948","9"
"1949","27"
"1950","0"
"1951","121"
"1952","3"
"1953","26"
"1954","0"
"1955","163"
"1956","en"
"1957"," designed business stayed nights executive seattle business rooms small expected boutique hotel prepared size bathroom literally step stall shower close door room obviously suite time door adjoining room blocked large tv hear word conversations neighbors hotel offers free wireless nice desk work bed amazing comfortable nice pillows great comforter air conditioning worked quite seattle best coffee house lobby great bonus plus ca nt beat location priceif complaints stay sacrifice amenities price charm minor compared quality service received hotel prepared poor service called confirm late arrival answered phone plain hello instead announcing hotel arrived pm young men counter moved hold door help bags lobby steps elevator checking moved help bags stairs literally stood desk watched struggle housekeeping staff better room looked like just neatened cleaned room coffee pot washed carpet vacuumed hopefully owner hotel read review shape staff"
"1958","18.6735761165619"
"1959","5"
"1960","9"
"1961","27"
"1962","0"
"1963","121"
"1964","3"
"1965","26"
"1966","0"
"1967","164"
"1968","en"
"1969","great older hotel downtown location great especially qwest field seahawks game staff friendly helpful room small clean appointed recommend quick overnights"
"1970","18.6741299629211"
"1971","5"
"1972","9"
"1973","27"
"1974","0"
"1975","121"
"1976","3"
"1977","26"
"1978","0"
"1979","165"
"1980","en"
"1981","small fine really really really small room old buildings like small computers guest use wifi nice sitting roombusiness area parking costs day covered garage door good location shopping waterfront loved elliotts waterfront restaurant brooklyn restaurant loved nordstroms great time seattle"
"1982","18.6744699478149"
"1983","5"
"1984","9"
"1985","27"
"1986","0"
"1987","121"
"1988","3"
"1989","26"
"1990","0"
"1991","166"
"1992","en"
"1993","disappointing approximately weeks ago husband dog repeat guests executive pacific plaza hotel quick business trip just month prior stayed days father son graduation great time majority staff quite friendly inviting price affordable rooms nice location amazing needs challenge encountered reserved room asked nice reservationists confirmation directed email forward fathers itinerary traveling california assured occur experience great talking property affordability location needed return business selected property positive experience weeks prior time booked reservation online party immediately receive confirmation itinerary travels exactly occurred called property advance confirm arrangements informed bringing dog confirm acknowledgement arriving property mentioned returning just weeks previous visit acknowledged assigned room entered quite impressed room located wing hotel end hallway rooms clustered hand written signs room doors stating painting located floor previous room king bed queen room small cramped view house workings systems staying long big issue time checked needed leave event pm sound possibly paint sprayer cause discomfort returned hotel approximately pm tired total days travel early late events slept just fine promptly awaken sounds staff yelling forth stopped minutes began decided time pack leave big deal guess husband took dog walk car continued prepare departure came tell went car broken contacted garage attendant told level garage happens time offered parking hotel point weighing entire experience limited stay feeling quite disappointed decided share experience management check asked nice desk attendant speak manager regards experience stated desk supervisor wish speak general manager told comfortable speaking comfortable share gm said yes went explain entire experience empathized added appeared apparent penalized booking party room assignment opportunity raised upgrade chose quite confident hotel occupancy stated new construction noise given option bothered advance argue facts offered credit parking charge said credited room night charge paid just insult injury point say said treated better parking garage management graciously offered vacuum glass car window thief broke charge let dog ini hotel management business past years believe understanding point view patronage unappreciatedthe hotel potential understand just recently changed ownershipmanagement july need remember just need make people feel special goes long way guest experience regardless things direct controlit weeks followup hotel experience disappointing"
"1994","18.6746079921722"
"1995","5"
"1996","9"
"1997","27"
"1998","0"
"1999","121"
"2000","3"
"2001","26"
"2002","0"
"2003","167"
"2004","en"
"2005","best location nice clean hotel low price traveling budget want best location nicest room possible place older maintained hotel walking distance pike place market mile way located street new seattle central library park car use ready check advantage city traffic parking problemsthe competition price range cheap hotel chains comfort inn located freeway onramps need drive everythingnote pacific plaza hotel parking lot agreement attached parking garage discount price customers day "
"2006","18.6750619411469"
"2007","5"
"2008","9"
"2009","27"
"2010","0"
"2011","121"
"2012","3"
"2013","26"
"2014","0"
"2015","168"
"2016","en"
"2017","good news bad news seattle just night opted location price lack air conditioning room quite uncomfortably warm large screened window ceiling bureau fan going speed location prime walked right street wonderful tour seattle library walked street pike market street frye museum staff pleasant room pretty small adult couple teenage daughter coffee shop lobby good quick continental breakfast"
"2018","18.6757969856262"
"2019","5"
"2020","9"
"2021","27"
"2022","0"
"2023","121"
"2024","3"
"2025","26"
"2026","0"
"2027","169"
"2028","en"
"2029","small good value spent nights pacific plaza overly impressed hotel room perfectly adequate needed bed quite comfortable pillows small bit squished room contained queensized bed large upholstered chair medium dresser large television set bathroom small clean fresh towels soap provided day happy hotel price paid enjoyed coffee shop main level visitor lobby complete free internet acessible computers wonderful staff friendly majority guests definitely stay"
"2030","18.6765720844269"
"2031","5"
"2032","9"
"2033","27"
"2034","0"
"2035","121"
"2036","3"
"2037","26"
"2038","0"
"2039","170"
"2040","en"
"2041","great deal great location traveling stayed perfect yes small like european hotels sleeping cares charming unique best clean walking distance staff super helpful nt someplace want cram family definite good deal travelers"
"2042","18.6773660182953"
"2043","5"
"2044","9"
"2045","27"
"2046","0"
"2047","121"
"2048","3"
"2049","26"
"2050","0"
"2051","171"
"2052","en"
"2053","better just got week seattle loved minute pacific plaza good buy use improvement th floor heat builidng rise room room nonsmoking internal ventilation draw smoke rooms staff courteous helpful location good"
"2054","18.6779179573059"
"2055","5"
"2056","9"
"2057","27"
"2058","0"
"2059","121"
"2060","3"
"2061","26"
"2062","0"
"2063","172"
"2064","en"
"2065","happy hotel family husband toddler stayed week house hunting seattle room located rd floor view space needle facing water felt lucky renovated room sister family spent night th floor halfway renovated room bathroom needed updating old make sure ask renovated room little noisy sleep heatingcooling loud kept nighthotel staff helpful pleasant matter hour hotel food goodthe hotel located bit away westlake pike place waterfront got use walking hills nt bad yes starbucks corner nice local market located steet blocks quick walk bank america atm insideoverall pretty happy hotel"
"2066","18.6783680915833"
"2067","5"
"2068","9"
"2069","27"
"2070","0"
"2071","121"
"2072","3"
"2073","26"
"2074","0"
"2075","173"
"2076","en"
"2077","good place stay stayed nights end august impressions nt great building looks little long tooth main highway lobby dated room large clean bathroom hotel location nt bad easy walking distance downtown attractions steep hill doorstep tough negotiate evening meal speaking food breakfast especially pancakes good staff friendly helpful offered store bag weeks alaska"
"2078","18.6785531044006"
"2079","5"
"2080","9"
"2081","27"
"2082","0"
"2083","121"
"2084","3"
"2085","26"
"2086","0"
"2087","174"
"2088","en"
"2089","upgrade outdated arrived given junior suite marriott silver status upgraded room joke switches broken linens old bed sagged lcd tv sitting radiator bed addition nearly impossible king size bed walking room room away highway road noise bad wife didnot sleep wink night morning canceled days reservation moved towneplace suites near airport half price better renaissance worst marriott stayed stay away"
"2090","18.6787519454956"
"2091","5"
"2092","9"
"2093","27"
"2094","0"
"2095","121"
"2096","3"
"2097","26"
"2098","0"
"2099","175"
"2100","en"
"2101","alright check great let check early requested got mini refrigerator quite walking distance pike place nice supermarket block away room ok"
"2102","18.679486989975"
"2103","5"
"2104","9"
"2105","27"
"2106","0"
"2107","121"
"2108","3"
"2109","26"
"2110","0"
"2111","176"
"2112","en"
"2113","dirty place watch limited english used reading reviews sounds like complete different hotel stayed stayed room club level floor say rooms needed updating understatement usually care decade style problem decades dirt cause room itch produce rash case everytime left room breath itch return room began carpet multi dark color lot hide years goodness knows dare walk barefoot carpet tore doorway tiles loose bathroom usually hotel remodels starts expensive room remodels long way offbeds beds nothing special bathroom size closet forget closing door possiblefor need know friends requested handicap room wheelchair handicap room regular room couple shower bars minumum legal requirement service personal check bar course spoke complete coherent english need know want communicate housekeeping staff gift store incredibly frustrating tell housekeeping leave extra towels draw picturesthe called parking garage unmanned entry completely unsafe need know dark shadowed underground exceptionally tight spaces elevators clear actually enter doorways stairs flight reach elevator places stairways believe town careful check breeze check english speaking folks hidden bar course want money aggrevating youhowever note credit card charged twice entire stay worst time resolving issue reason feel compelled connecting desk hotel folks billing trying days"
"2114","18.6805329322815"
"2115","5"
"2116","9"
"2117","27"
"2118","0"
"2119","121"
"2120","3"
"2121","26"
"2122","0"
"2123","177"
"2124","en"
